contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes
hospital_52_phone,phone,02 4659 0590,Carrington Centennial Hospital,hospital,nsw_hospitals_agent,NSW Health API,90 Werombi Road,Camden,NSW,2570,No emergency department,2025-08-30T06:49:35.221810,0.95,LHD: South Western Sydney Local Health District
hospital_53_phone,phone,02 6662 2111,Casino & District Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Hotham Street,Casino,NSW,2470,Not reporting wait times,2025-08-30T06:49:35.221834,0.95,LHD: Northern NSW Local Health District
hospital_54_phone,phone,02 4991 0555,Cessnock District Hospital,hospital,nsw_hospitals_agent,NSW Health API,24 View Street,Cessnock,NSW,2325,Reporting wait times,2025-08-30T06:49:35.221858,0.95,LHD: Hunter New England Local Health District
hospital_55_phone,phone,02 6830 2111,Cobar District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Lerida Road,Cobar,NSW,2835,Not reporting wait times,2025-08-30T06:49:35.221881,0.95,LHD: Western NSW Local Health District
hospital_56_phone,phone,02 6656 7000,Coffs Harbour Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,345 Pacific Highway,Coffs Harbour,NSW,2450,Reporting wait times,2025-08-30T06:49:35.221905,0.95,LHD: Mid North Coast Local Health District
hospital_57_phone,phone,02 4267 2266,Coledale District Hospital,hospital,nsw_hospitals_agent,NSW Health API,636 Lawrence Hargrave Drive,Coledale,NSW,2515,No emergency department,2025-08-30T06:49:35.221929,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_58_phone,phone,02 6756 4888,Collarenebri Health Service,hospital,nsw_hospitals_agent,NSW Health API,Walgett Street,Collarenebri,NSW,2833,Not reporting wait times,2025-08-30T06:49:35.221953,0.95,LHD: Western NSW Local Health District
hospital_59_phone,phone,02 6756 4888,Collarenebri Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Walgett Street,Collarenebri,NSW,2833,No emergency department,2025-08-30T06:49:35.221977,0.95,LHD: Western NSW Local Health District
hospital_60_phone,phone,02 9767 5000,Concord Repatriation General Hospital,hospital,nsw_hospitals_agent,NSW Health API,Hospital Rd,Concord,NSW,2139,Reporting wait times,2025-08-30T06:49:35.222000,0.95,LHD: Sydney Local Health District
hospital_61_phone,phone,02 6890 1500,Condobolin District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Madline Street,Condobolin,NSW,2877,Not reporting wait times,2025-08-30T06:49:35.222023,0.95,LHD: Western NSW Local Health District
hospital_62_phone,phone,02 6377 9100,Coolah Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,Martin Street,Coolah,NSW,2843,Not reporting wait times,2025-08-30T06:49:35.222046,0.95,LHD: Western NSW Local Health District
hospital_63_phone,phone,02 6377 1177,Coolah Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Goddard Street,Coolah,NSW,2843,No emergency department,2025-08-30T06:49:35.222069,0.95,LHD: Western NSW Local Health District
hospital_64_phone,phone,02 6927 3303,Coolamon Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Buchanan Drive,Coolamon,NSW,2701,No emergency department,2025-08-30T06:49:35.222091,0.95,LHD: Murrumbidgee Local Health District
hospital_65_phone,phone,02 6927 3303,Coolamon-Ganmain Health Service,hospital,nsw_hospitals_agent,NSW Health API,Buchanan Dr,Coolamon,NSW,2701,Not reporting wait times,2025-08-30T06:49:35.222115,0.95,LHD: Murrumbidgee Local Health District
hospital_66_phone,phone,02 6455 3222,Cooma Hospital & Health Service,hospital,nsw_hospitals_agent,NSW Health API,Bent Street,Cooma,NSW,2630,Not reporting wait times,2025-08-30T06:49:35.222137,0.95,LHD: Southern NSW Local Health District
hospital_67_phone,phone,02 6826 6100,Coonabarabran District Hospital,hospital,nsw_hospitals_agent,NSW Health API,101-103 Edwards Street,Coonabarabran,NSW,2357,Not reporting wait times,2025-08-30T06:49:35.222160,0.95,LHD: Western NSW Local Health District
hospital_68_phone,phone,02 6822 9300,Coonamble Health Service,hospital,nsw_hospitals_agent,NSW Health API,15 Castlereagh Street,Coonamble,NSW,2829,Not reporting wait times,2025-08-30T06:49:35.222183,0.95,LHD: Western NSW Local Health District
hospital_69_phone,phone,02 6033 7555,Corowa Health Service,hospital,nsw_hospitals_agent,NSW Health API,53 Guy Street,Corowa,NSW,2646,Not reporting wait times,2025-08-30T06:49:35.222206,0.95,LHD: Murrumbidgee Local Health District
hospital_70_phone,phone,02 6033 7555,Corowa Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,53 Guy Street,Corowa,NSW,2646,No emergency department,2025-08-30T06:49:35.222229,0.95,LHD: Murrumbidgee Local Health District
hospital_71_phone,phone,02 5338 5500,Cowra District Hospital,hospital,nsw_hospitals_agent,NSW Health API,64 Liverpool Street,Cowra,NSW,2794,Not reporting wait times,2025-08-30T06:49:35.222252,0.95,LHD: Western NSW Local Health District
hospital_72_phone,phone,02 4832 1300,Crookwell District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Kialla Road,Crookwell,NSW,2583,Not reporting wait times,2025-08-30T06:49:35.222274,0.95,LHD: Southern NSW Local Health District
hospital_73_phone,phone,02 6029 8203,Culcairn Health Service,hospital,nsw_hospitals_agent,NSW Health API,57 Balfour Street,Culcairn,NSW,2660,Not reporting wait times,2025-08-30T06:49:35.222297,0.95,LHD: Murrumbidgee Local Health District
hospital_74_phone,phone,02 6029 8203,Culcairn Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,51-55 Balfour Street,Culcairn,NSW,2660,No emergency department,2025-08-30T06:49:35.222320,0.95,LHD: Murrumbidgee Local Health District
hospital_75_phone,phone,02 4464 1001,David Berry Hospital,hospital,nsw_hospitals_agent,NSW Health API,85 Tannery Road,Berry,NSW,2535,No emergency department,2025-08-30T06:49:35.222343,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_76_phone,phone,02 6459 8000,Delegate Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Craigie Street,Delegate,NSW,2633,Not reporting wait times,2025-08-30T06:49:35.222366,0.95,LHD: Southern NSW Local Health District
hospital_77_phone,phone,02 6458 8008,Delegate Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,6 Craigie Street,Delegate,NSW,2633,No emergency department,2025-08-30T06:49:35.222389,0.95,LHD: Southern NSW Local Health District
hospital_78_phone,phone,03 5882 2800,Deniliquin Hospital,hospital,nsw_hospitals_agent,NSW Health API,411 Charlotte Street,Deniliquin,NSW,2710,Not reporting wait times,2025-08-30T06:49:35.222412,0.95,LHD: Murrumbidgee Local Health District
hospital_79_phone,phone,02 6547 3999,Denman Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,51-53 Ogilvie St,Denman,NSW,2328,Not reporting wait times,2025-08-30T06:49:35.222435,0.95,LHD: Hunter New England Local Health District
hospital_80_phone,phone,02 6547 3999,Denman Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,51-53 Ogilvie St,Denman,NSW,2328,No emergency department,2025-08-30T06:49:35.222458,0.95,LHD: Hunter New England Local Health District
hospital_81_phone,phone,02 6692 7700,Dorrigo Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Beech Street,Dorrigo,NSW,2453,Not reporting wait times,2025-08-30T06:49:35.222481,0.95,LHD: Mid North Coast Local Health District
hospital_82_phone,phone,02 6692 7700,Dorrigo Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Beech Street,Dorrigo,NSW,2453,No emergency department,2025-08-30T06:49:35.222504,0.95,LHD: Mid North Coast Local Health District
hospital_83_phone,phone,02 6809 6809,Dubbo Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Myall Street,Dubbo,NSW,2830,Reporting wait times,2025-08-30T06:49:35.222527,0.95,LHD: Western NSW Local Health District
hospital_84_phone,phone,02 6375 1408,Dunedoo Health Service,hospital,nsw_hospitals_agent,NSW Health API,Digilah Street,Dunedoo,NSW,2844,Not reporting wait times,2025-08-30T06:49:35.222550,0.95,LHD: Western NSW Local Health District
hospital_85_phone,phone,02 6375 1408,Dunedoo Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Digilah Street,Dunedoo,NSW,2844,No emergency department,2025-08-30T06:49:35.222575,0.95,LHD: Western NSW Local Health District
hospital_86_phone,phone,02 4995 7000,Dungog Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,22 Hospital Road,Dungog,NSW,2420,Not reporting wait times,2025-08-30T06:49:35.222598,0.95,LHD: Hunter New England Local Health District
hospital_87_phone,phone,02 6734 7900,Emmaville - Vegetable Creek Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,13-33 Glen Inns Road,Emmaville,NSW,2371,No emergency department,2025-08-30T06:49:35.222621,0.95,LHD: Hunter New England Local Health District
hospital_88_phone,phone,02 6850 4000,Eugowra Memorial Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Hill Street,Eugowra,NSW,2806,Not reporting wait times,2025-08-30T06:49:35.222644,0.95,LHD: Western NSW Local Health District
hospital_89_phone,phone,02 9616 8111,Fairfield Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cnr Polding Street & Prairievale Road,Fairfield,NSW,2176,Reporting wait times,2025-08-30T06:49:35.222667,0.95,LHD: South Western Sydney Local Health District
hospital_90_phone,phone,03 5883 1133,Finley Hospital & Community Health Centre,hospital,nsw_hospitals_agent,NSW Health API,Dawe Avenue,Finley,NSW,2713,Not reporting wait times,2025-08-30T06:49:35.222690,0.95,LHD: Murrumbidgee Local Health District
hospital_91_phone,phone,02 6850 2000,Forbes District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Elgin Street,Forbes,NSW,2871,Not reporting wait times,2025-08-30T06:49:35.222713,0.95,LHD: Western NSW Local Health District
hospital_92_phone,phone,02 9548 4700,Garrawarra Centre for Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Princes Highway,Waterfall,NSW,2233,No emergency department,2025-08-30T06:49:35.222736,0.95,LHD: South Eastern Sydney Local Health District
hospital_93_phone,phone,02 6880 5900,Gilgandra Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,Chelmsford Avenue,Gilgandra,NSW,2827,Not reporting wait times,2025-08-30T06:49:35.222760,0.95,LHD: Western NSW Local Health District
hospital_94_phone,phone,02 6847 2366,Gilgandra Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Chelmsford Avenue,Gilgandra,NSW,2827,No emergency department,2025-08-30T06:49:35.222783,0.95,LHD: Western NSW Local Health District
hospital_95_phone,phone,02 6739 0200,Glen Innes District Hospital,hospital,nsw_hospitals_agent,NSW Health API,94 Taylor Street,Glen Innes,NSW,2370,Not reporting wait times,2025-08-30T06:49:35.222805,0.95,LHD: Hunter New England Local Health District
hospital_96_phone,phone,02 6538 5047,Gloucester Soldiers Memorial - Nursing Home Unit,hospital,nsw_hospitals_agent,NSW Health API,Hay Street,Gloucester,NSW,2422,No emergency department,2025-08-30T06:49:35.222829,0.95,LHD: Hunter New England Local Health District
hospital_97_phone,phone,02 6538 5000,Gloucester Soldiers Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Church Street,Gloucester,NSW,2422,Not reporting wait times,2025-08-30T06:49:35.222852,0.95,LHD: Hunter New England Local Health District
hospital_98_phone,phone,02 4320 2111,Gosford Hospital,hospital,nsw_hospitals_agent,NSW Health API,Holden Street,Gosford,NSW,2250,Reporting wait times,2025-08-30T06:49:35.222875,0.95,LHD: Central Coast Local Health District
hospital_99_phone,phone,02 4827 3111,Goulburn Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,130 Goldsmith Street,Goulburn,NSW,2580,Reporting wait times,2025-08-30T06:49:35.222898,0.95,LHD: Southern NSW Local Health District
hospital_100_phone,phone,02 4734 2000,Governor Phillip Residential Aged Care Facility,hospital,nsw_hospitals_agent,NSW Health API,Glebe Place,Penrith,NSW,2750,No emergency department,2025-08-30T06:49:35.222923,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_101_phone,phone,02 6563 2000,Gower Wilson - Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Lord Howe Island,Lord Howe Island,NSW,2898,No emergency department,2025-08-30T06:49:35.222946,0.95,LHD: South Eastern Sydney Local Health District
hospital_102_phone,phone,02 6640 2222,Grafton Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Arthur Street,Grafton,NSW,2460,Reporting wait times,2025-08-30T06:49:35.222969,0.95,LHD: Northern NSW Local Health District
hospital_103_phone,phone,02 9903 8305,Greenwich Hospital,hospital,nsw_hospitals_agent,NSW Health API,River Road,Greenwich,NSW,2065,No emergency department,2025-08-30T06:49:35.222992,0.95,LHD: Northern Sydney Local Health District
hospital_104_phone,phone,02 6349 1700,Grenfell Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Sullivan Street,Grenfell,NSW,2810,Not reporting wait times,2025-08-30T06:49:35.223015,0.95,LHD: Western NSW Local Health District
hospital_105_phone,phone,02 6349 1700,Grenfell Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Sullivan Street,Grenfell,NSW,2810,No emergency department,2025-08-30T06:49:35.223038,0.95,LHD: Western NSW Local Health District
hospital_106_phone,phone,02 6969 5555,Griffith Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Warrambool Street,Griffith,NSW,2680,Reporting wait times,2025-08-30T06:49:35.223061,0.95,LHD: Murrumbidgee Local Health District
hospital_107_phone,phone,02 6825 1201,Gulargambone Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Bourbah Street,Gulargambone,NSW,2828,Not reporting wait times,2025-08-30T06:49:35.223084,0.95,LHD: Western NSW Local Health District
hospital_108_phone,phone,02 6825 1201,Gulargambone Residential Age Care,hospital,nsw_hospitals_agent,NSW Health API,Bourbah Street,Gulargambone,NSW,2828,No emergency department,2025-08-30T06:49:35.223107,0.95,LHD: Western NSW Local Health District
hospital_109_phone,phone,02 6944 1022,Gundagai District Hospital,hospital,nsw_hospitals_agent,NSW Health API,O'Hagen Street,Gundagai,NSW,2722,Not reporting wait times,2025-08-30T06:49:35.223130,0.95,LHD: Murrumbidgee Local Health District
hospital_110_phone,phone,02 6741 8000,Gunnedah District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Marquis Street,Gunnedah,NSW,2380,Reporting wait times,2025-08-30T06:49:35.223153,0.95,LHD: Hunter New England Local Health District
hospital_111_phone,phone,02 6738 4000,Guyra Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,44-48 Sole Street,Guyra,NSW,2365,Not reporting wait times,2025-08-30T06:49:35.223176,0.95,LHD: Hunter New England Local Health District
hospital_112_phone,phone,02 6738 4000,Guyra Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,48 Sole Street,Guyra,NSW,2365,No emergency department,2025-08-30T06:49:35.223201,0.95,LHD: Hunter New England Local Health District
hospital_113_phone,phone,02 6990 8700,Hay District Hospital,hospital,nsw_hospitals_agent,NSW Health API,351 Murray Street,Hay,NSW,2711,Not reporting wait times,2025-08-30T06:49:35.223225,0.95,LHD: Murrumbidgee Local Health District
hospital_114_phone,phone,02 6990 8700,Hay Residential Age Care,hospital,nsw_hospitals_agent,NSW Health API,351 Murray Street,Hay,NSW,2711,No emergency department,2025-08-30T06:49:35.223249,0.95,LHD: Murrumbidgee Local Health District
hospital_115_phone,phone,02 6929 4999,Henty Hospital,hospital,nsw_hospitals_agent,NSW Health API,"Henty Community Health Centre, Ivor Street",Henty,NSW,2658,Not reporting wait times,2025-08-30T06:49:35.223272,0.95,LHD: Murrumbidgee Local Health District
hospital_116_phone,phone,02 6929 4999,Henty Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,7 Keighran Street,Henty,NSW,2658,No emergency department,2025-08-30T06:49:35.223295,0.95,LHD: Murrumbidgee Local Health District
hospital_117_phone,phone,02 6961 7200,Hillston District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Burns Street,Hillston,NSW,2675,Not reporting wait times,2025-08-30T06:49:35.223319,0.95,LHD: Murrumbidgee Local Health District
hospital_118_phone,phone,02 6036 2522,Holbrook District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Bowler Street,Holbrook,NSW,2644,Not reporting wait times,2025-08-30T06:49:35.223342,0.95,LHD: Murrumbidgee Local Health District
hospital_119_phone,phone,02 6036 2522,Holbrook Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Bowler Street,Holbrook,NSW,2644,No emergency department,2025-08-30T06:49:35.223366,0.95,LHD: Murrumbidgee Local Health District
hospital_120_phone,phone,02 9477 9123,Hornsby Ku-ring-gai Hospital,hospital,nsw_hospitals_agent,NSW Health API,Palmerston Rd,Hornsby,NSW,2077,Reporting wait times,2025-08-30T06:49:35.223389,0.95,LHD: Northern Sydney Local Health District
hospital_121_phone,phone,02 6721 9500,Inverell District Hospital,hospital,nsw_hospitals_agent,NSW Health API,41 Swanbrook Rd,Inverell,NSW,2360,Reporting wait times,2025-08-30T06:49:35.223413,0.95,LHD: Hunter New England Local Health District
hospital_122_phone,phone,03 5886 1300,Jerilderie Health Service,hospital,nsw_hospitals_agent,NSW Health API,Newell Highway,Jerilderie,NSW,2716,Not reporting wait times,2025-08-30T06:49:35.223438,0.95,LHD: Murrumbidgee Local Health District
hospital_123_phone,phone,03 5886 1300,Jerilderie Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Corner of South Coree Road and West Street,Jerilderie,NSW,2716,No emergency department,2025-08-30T06:49:35.223461,0.95,LHD: Murrumbidgee Local Health District
hospital_124_phone,phone,02 4921 3000,John Hunter Hospital (including Royal Newcastle Centre and John Hunter Children's Hospital),hospital,nsw_hospitals_agent,NSW Health API,Lookout Road,New Lambton Heights,NSW,2305,Reporting wait times,2025-08-30T06:49:35.223490,0.95,LHD: Hunter New England Local Health District
hospital_125_phone,phone,02 6924 8200,Junee District Hospital,hospital,nsw_hospitals_agent,NSW Health API,67 Broadway Street,Junee,NSW,2663,Not reporting wait times,2025-08-30T06:49:35.223517,0.95,LHD: Murrumbidgee Local Health District
hospital_126_phone,phone,02 6924 1122,Junee Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,24-28 Commins Street,Junee,NSW,2663,No emergency department,2025-08-30T06:49:35.223541,0.95,LHD: Murrumbidgee Local Health District
hospital_127_phone,phone,02 6562 6155,Kempsey District Hospital,hospital,nsw_hospitals_agent,NSW Health API,119 River Street,Kempsey,NSW,2440,Reporting wait times,2025-08-30T06:49:35.223565,0.95,LHD: Mid North Coast Local Health District
hospital_128_phone,phone,02 4233 1033,Kiama Hospital and Community Health Service,hospital,nsw_hospitals_agent,NSW Health API,Bonaira Street,Kiama,NSW,2533,No emergency department,2025-08-30T06:49:35.223588,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_129_phone,phone,02 4233 1033,Kiama Hospital Nursing Home,hospital,nsw_hospitals_agent,NSW Health API,Bonaire Street,Kiama,NSW,2533,No emergency department,2025-08-30T06:49:35.223613,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_130_phone,phone,02 6558 1307,Kimbarra Lodge Hostel - Gloucester Soldiers Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Hay Street,Gloucester,NSW,2422,No emergency department,2025-08-30T06:49:35.223636,0.95,LHD: Hunter New England Local Health District
hospital_131_phone,phone,02 4936 3200,Kurri Kurri Hospital,hospital,nsw_hospitals_agent,NSW Health API,Lang Street,Kurri Kurri,NSW,2327,Not reporting wait times,2025-08-30T06:49:35.223660,0.95,LHD: Hunter New England Local Health District
hospital_132_phone,phone,02 6632 1522,Kyogle Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Summerland Way,Kyogle,NSW,2474,Not reporting wait times,2025-08-30T06:49:35.223684,0.95,LHD: Northern NSW Local Health District
hospital_133_phone,phone,02 6632 1522,Kyogle Residential Age Care,hospital,nsw_hospitals_agent,NSW Health API,Summerland Way,Kyogle,NSW,2474,No emergency department,2025-08-30T06:49:35.223707,0.95,LHD: Northern NSW Local Health District
hospital_134_phone,phone,02 6898 1200,Lake Cargelligo District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Uabba Street,Lake Cargelligo,NSW,2672,Not reporting wait times,2025-08-30T06:49:35.223730,0.95,LHD: Murrumbidgee Local Health District
hospital_135_phone,phone,02 6898 1200,Lake Cargelligo Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Uabba Street,Lake Cargelligo,NSW,2672,No emergency department,2025-08-30T06:49:35.223753,0.95,LHD: Murrumbidgee Local Health District
hospital_136_phone,phone,02 6953 1111,Leeton District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Wade Avenue & Palm Avenue,Leeton,NSW,2705,Not reporting wait times,2025-08-30T06:49:35.223775,0.95,LHD: Murrumbidgee Local Health District
hospital_137_phone,phone,02 6953 1111,Leeton Residential Age Care,hospital,nsw_hospitals_agent,NSW Health API,Cnr Palm Avenue & Wade Avenue,Leeton,NSW,2705,No emergency department,2025-08-30T06:49:35.223798,0.95,LHD: Murrumbidgee Local Health District
hospital_138_phone,phone,02 6829 9999,Lightning Ridge Multi Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,20 Pandora Street,Lightning Ridge,NSW,2834,Not reporting wait times,2025-08-30T06:49:35.223823,0.95,LHD: Western NSW Local Health District
hospital_139_phone,phone,02 6829 9999,Lightning Ridge Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,20 Pandora Street,Lightning Ridge,NSW,2834,No emergency department,2025-08-30T06:49:35.223847,0.95,LHD: Western NSW Local Health District
hospital_140_phone,phone,02 6621 8000,Lismore Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Uralba Street,Lismore,NSW,2480,Reporting wait times,2025-08-30T06:49:35.223870,0.95,LHD: Northern NSW Local Health District
hospital_141_phone,phone,02 6350 2300,Lithgow Integrated Health Service,hospital,nsw_hospitals_agent,NSW Health API,Col Drewe Drive,Lithgow,NSW,2790,Reporting wait times,2025-08-30T06:49:35.223894,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_142_phone,phone,02 8738 3000,Liverpool Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cnr Elizabeth & Goulburn Street,Liverpool,NSW,2170,Reporting wait times,2025-08-30T06:49:35.223917,0.95,LHD: South Western Sydney Local Health District
hospital_143_phone,phone,02 6920 5206,Lockhart & District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Hebden Street,Lockhart,NSW,2656,Not reporting wait times,2025-08-30T06:49:35.223941,0.95,LHD: Murrumbidgee Local Health District
hospital_144_phone,phone,02 4336 7700,Long Jetty Health Care Facility,hospital,nsw_hospitals_agent,NSW Health API,Wyong Road,Killarney Vale,NSW,2261,No emergency department,2025-08-30T06:49:35.223965,0.95,LHD: Central Coast Local Health District
hospital_145_phone,phone,02 9858 3255,Lottie Stewart Hospital and Aged Care,hospital,nsw_hospitals_agent,NSW Health API,40 Stewart Street,Dundas,NSW,2117,No emergency department,2025-08-30T06:49:35.223988,0.95,LHD: Western Sydney Local Health District
hospital_146_phone,phone,02 6568 0666,Macksville District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Boundary Street,Macksville,NSW,2447,Not reporting wait times,2025-08-30T06:49:35.224012,0.95,LHD: Mid North Coast Local Health District
hospital_147_phone,phone,02 6640 0111,Maclean District Hospital,hospital,nsw_hospitals_agent,NSW Health API,21 Union Street,Maclean,NSW,2463,Not reporting wait times,2025-08-30T06:49:35.224036,0.95,LHD: Northern NSW Local Health District
hospital_148_phone,phone,02 6785 4000,Manilla Health Service,hospital,nsw_hospitals_agent,NSW Health API,Court Street,Manilla,NSW,2346,Not reporting wait times,2025-08-30T06:49:35.224059,0.95,LHD: Hunter New England Local Health District
hospital_149_phone,phone,02 9976 9611,Manly Hospital,hospital,nsw_hospitals_agent,NSW Health API,Darley Road,Manly,NSW,2095,No emergency department,2025-08-30T06:49:35.224083,0.95,LHD: Northern Sydney Local Health District
hospital_150_phone,phone,02 6592 9111,Manning Rural Referral Hospital (Taree),hospital,nsw_hospitals_agent,NSW Health API,26 York Street,Taree,NSW,2430,Reporting wait times,2025-08-30T06:49:35.224107,0.95,LHD: Hunter New England Local Health District
hospital_151_phone,phone,02 6382 8888,Mercy Care Hospital - Young,hospital,nsw_hospitals_agent,NSW Health API,69 Demondrille Street,Young,NSW,2594,No emergency department,2025-08-30T06:49:35.224131,0.95,LHD: Murrumbidgee Local Health District
hospital_152_phone,phone,02 6021 3322,Mercy Health Service,hospital,nsw_hospitals_agent,NSW Health API,Poole Street,Albury,NSW,2640,No emergency department,2025-08-30T06:49:35.224154,0.95,LHD: Murrumbidgee Local Health District
hospital_153_phone,phone,02 6021 3322,Mercy Health Service Albury Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Poole Street,Albury,NSW,2640,No emergency department,2025-08-30T06:49:35.224178,0.95,LHD: Murrumbidgee Local Health District
hospital_154_phone,phone,02 6532 5000,Merriwa Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,60 McKenzie Street,Merriwa,NSW,2329,Not reporting wait times,2025-08-30T06:49:35.224201,0.95,LHD: Hunter New England Local Health District
hospital_155_phone,phone,02 6548 2006,Merriwa Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,60 McKenzie Street,Merriwa,NSW,2329,No emergency department,2025-08-30T06:49:35.224225,0.95,LHD: Hunter New England Local Health District
hospital_156_phone,phone,02 4455 1333,Milton Ulladulla Hospital,hospital,nsw_hospitals_agent,NSW Health API,106 Princes Highway,Milton,NSW,2538,Reporting wait times,2025-08-30T06:49:35.224248,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_157_phone,phone,02 6392 3300,Molong Health Service,hospital,nsw_hospitals_agent,NSW Health API,King Street,Molong,NSW,2866,Not reporting wait times,2025-08-30T06:49:35.224272,0.95,LHD: Western NSW Local Health District
hospital_158_phone,phone,02 9998 0333,Mona Vale Hospital,hospital,nsw_hospitals_agent,NSW Health API,Coronation Street,Mona Vale,NSW,2103,Not reporting wait times,2025-08-30T06:49:35.224296,0.95,LHD: Northern Sydney Local Health District
hospital_159_phone,phone,02 6757 0000,Moree District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Alice Street,Moree,NSW,2400,Reporting wait times,2025-08-30T06:49:35.224319,0.95,LHD: Hunter New England Local Health District
hospital_160_phone,phone,02 4474 2666,Moruya District Hospital,hospital,nsw_hospitals_agent,NSW Health API,River Street,Moruya,NSW,2537,Not reporting wait times,2025-08-30T06:49:35.224343,0.95,LHD: Southern NSW Local Health District
hospital_161_phone,phone,02 9881 1555,Mount Druitt Hospital,hospital,nsw_hospitals_agent,NSW Health API,75 Railway St,Mount Druitt,NSW,2770,Reporting wait times,2025-08-30T06:49:35.224367,0.95,LHD: Western Sydney Local Health District
hospital_162_phone,phone,02 6378 6222,Mudgee Health Service,hospital,nsw_hospitals_agent,NSW Health API,Meares Street,Mudgee,NSW,2850,Not reporting wait times,2025-08-30T06:49:35.224390,0.95,LHD: Western NSW Local Health District
hospital_163_phone,phone,02 6684 2266,Mullumbimby & District War Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,Azalea Street,Mullumbimby,NSW,2482,Not reporting wait times,2025-08-30T06:49:35.224414,0.95,LHD: Northern NSW Local Health District
hospital_164_phone,phone,02 6386 2200,Murrumburah-Harden Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Swift Street,Harden,NSW,2587,No emergency department,2025-08-30T06:49:35.224438,0.95,LHD: Murrumbidgee Local Health District
